Mod:Item:MetaData, Localized Name
lostinfinity:wand_of_self_reflection, Wand of Self Reflection
lostinfinity:cane_of_venoms, Cane of Venoms
lostinfinity:sword_of_reverberance, Sword of Reverberance
lostinfinity:life_reconfigurator, Life Reconfigurator
lostinfinity:sword_of_selection, Sword of Selection
lostinfinity:plasma_materializer, Plasma Materializer
lostinfinity:ethercut_metal, Ethercut Metal
lostinfinity:starcut_metal, Starcut Metal
lostinfinity:spacecut_metal, Spacecut Metal
lostinfinity:terracut_metal, Terracut Metal
lostinfinity:razor_fangs, Razor Fangs
lostinfinity:prismatic_calcium, Prismatic Calcium
lostinfinity:bone_blocks, Bone Blocks
lostinfinity:minor_multiversal_device, Minor Multiversal Device
lostinfinity:zirconia_cerulean, Zirconia (Cerulean)
lostinfinity:zirconia_aquamarine, Zirconia (Aquamarine)
lostinfinity:zirconia_crimson, Zirconia (Crimson)
lostinfinity:zirconia_citrine, Zirconia (Citrine)
lostinfinity:zirconia_violet, Zirconia (Violet)
lostinfinity:zirconia_malachite, Zirconia (Malachite)
lostinfinity:mystery_box, Mystery Box
lostinfinity:power_plug, Power Plug
lostinfinity:power_funnel, Power Funnel
lostinfinity:cerulean_lens, Cerulean Lens
lostinfinity:crimson_transducer, Crimson Transducer
lostinfinity:deviant_fragment_tr, Tablet Fragment
lostinfinity:deviant_fragment_br, Tablet Fragment
lostinfinity:deviant_fragment_tl, Tablet Fragment
lostinfinity:deviant_fragment_bl, Tablet Fragment
lostinfinity:deviant_tablet, Deviant Homeworld Tablet
lostinfinity:broach_of_deviancy, Broach of Deviancy
lostinfinity:lifestrain_enigma, Lifestrain Enigma
lostinfinity:power_pulse, Power Pulse
lostinfinity:quantum_shield, Quantum Shield
lostinfinity:scramble_device, Scramble Device
lostinfinity:gravitator, Gravitator
lostinfinity:fluxocron, Fluxocron
lostinfinity:cloaking_device, Cloaking Device
lostinfinity:anti_radar_chip, Anti-Radar Chip
lostinfinity:movement_sensor, Movement Sensor
lostinfinity:malachite_inclinometer, Malachite Inclinometer
lostinfinity:crystalized_bone, Crystallized Bone
lostinfinity:geodimensional_tunnel, Geo-Dimensional Tunnel
lostinfinity:elementium_bow_mk1, Elementium Bow
lostinfinity:branch_of_life, Branch of Life
lostinfinity:deviant_star, Deviant Star
lostinfinity:forgefire_axe, Forgefire Axe
lostinfinity:ultimatum_analyzer_full, Ultimatum Analyzer (Charged)
lostinfinity:ultimatum_analyzer_empty, Ultimatum Analyzer
lostinfinity:eternal_emberstar_generator, Eternal Emberstar Generator
lostinfinity:positive_magnecronite, Positive Magnecronite
lostinfinity:negative_magnecronite, Negative Magnecronite
lostinfinity:rod_of_ultimatum, Rod of Ultimatum
lostinfinity:sunder_log, Sunder Log
lostinfinity:element_stone, Element Stone
lostinfinity:element_stone_unpowered, Unpowered Element Stone
lostinfinity:radioactive_isotopes, Radioactive Isotopes
lostinfinity:unpowered_emberstar, Unpowered Emberstar
lostinfinity:weak_polarcronite, Weak Polarcronite
lostinfinity:potent_polarcronite, Potent Polarcronite
lostinfinity:powerful_polarcronite, Powerful Polarcronite
lostinfinity:attractor_beam, Attractor Beam / Repeller Beam
lostinfinity:luminessence, Lumin-Essence
lostinfinity:glowblood_solution, Glowblood Solution
lostinfinity:crystal_pickaxe, Crystal Pickaxe
lostinfinity:glowing_sac, Glowing Sac
lostinfinity:glow_bulb, Glow Bulb
lostinfinity:organic_fuse, Organic Fuse
lostinfinity:luminescent_stingers, Luminescent Stingers
lostinfinity:blank_chargestone, Blank Chargestone
lostinfinity:illumination_stone, Illumination Stone
lostinfinity:voidstone, Hollow Voidstone
lostinfinity:crystallized_alloy, Crystallized Alloy
lostinfinity:blank_augment_slide, Blank Augment Slide
lostinfinity:bioluminescent_power_supply, Bioluminescent Power Supply
lostinfinity:matter_condenser, Matter Condenser
lostinfinity:spaceward_gyroscope, Spaceward Gyroscope
lostinfinity:ether_chamber, Ether Chamber
lostinfinity:luminescent_cubes, Luminescent Cubes
lostinfinity:augmenticon_box, Augmenticon Box
lostinfinity:augment_slide_dash, Augment Slide
lostinfinity:augment_slide_slam, Augment Slide
lostinfinity:augment_slide_invisibility, Augment Slide
lostinfinity:augment_slide_forcefield, Augment Slide
lostinfinity:augment_slide_teleport, Augment Slide
lostinfinity:augment_slide_heal, Augment Slide
lostinfinity:augment_slide_summon, Augment Slide
lostinfinity:augment_slide_hurt, Augment Slide
lostinfinity:augment_slide_blight, Augment Slide
lostinfinity:augment_slide_plague, Augment Slide
lostinfinity:augment_slide_emp, Augment Slide
lostinfinity:augment_slide_shatter, Augment Slide
lostinfinity:augment_slide_tether, Augment Slide
lostinfinity:augment_slide_unleash, Augment Slide
lostinfinity:augment_slide_gravity, Augment Slide
lostinfinity:augment_slide_nightmares, Augment Slide
lostinfinity:augment_slide_explosive, Augment Slide
lostinfinity:augment_slide_trailing, Augment Slide
lostinfinity:augment_slide_destructive, Augment Slide
lostinfinity:augment_slide_regenerative, Augment Slide
lostinfinity:droidconstructor_mk3, Droid Constructor/Relocator MKIII
lostinfinity:blade_of_the_conqueror, Blade of the Conqueror
lostinfinity:mirror_shield, Mirror Shield
lostinfinity:ironheart_elixir, Ironheart Elixir
lostinfinity:hexbreaker, Hexbreaker
lostinfinity:comet_cannon, Comet Cannon
lostinfinity:crystal_of_curses, Crystal of Curses
lostinfinity:gaze_of_nightmares, Gaze of Nightmares
lostinfinity:haunted_ingot, Haunted Ingot
lostinfinity:stone_of_rebirth, Stone of Rebirth
lostinfinity:reflective_plating, Reflective Plating
lostinfinity:explosive_goo_sample, Explosive Goo Sample
lostinfinity:volatile_gloop, Volatile Gloop
lostinfinity:combustion_chamber, Combustion Chamber
lostinfinity:deviant_gold, Deviant Gold
lostinfinity:supermutated_gold, Super-mutated Gold
lostinfinity:omni_crystal, Omni Crystal
lostinfinity:galactic_fragments, Galactic Fragments
lostinfinity:incarnation_of_the_sword, Incarnation of the Sword
lostinfinity:security_pass_1, Security Pass (Level One)
lostinfinity:ion_bomb_receiver, Ion Bomb Receiver
lostinfinity:metallicized_rock, Metallicized Rock
lostinfinity:deviant_iron, Deviant Iron
lostinfinity:supermutated_iron, Super-mutated Iron
lostinfinity:metal_branch, Metal Branch
lostinfinity:drink_of_duality, Drink of Duality
lostinfinity:glowing_globes, Glowing Globes
lostinfinity:signal_receiver, Signal Receiver
lostinfinity:shadow_hide, Shadow Hide
lostinfinity:ion_cell, Ion Cell
lostinfinity:glowing_seeds, Glowing Seeds
lostinfinity:essence_possessor, Essence Possessor
lostinfinity:player_essence, Player Essence
lostinfinity:saber_claw, Saber Claw
lostinfinity:arc_zapper, Arc Zapper
lostinfinity:infinite_fracture, Infinite Fracture
lostinfinity:sticky_bomb_launcher, Sticky Bomb Launcher
lostinfinity:orb_of_plagues, Orb of Plagues
lostinfinity:geocorrelator, Geo-Correlator
lostinfinity:synchronizer, Synchronizer
lostinfinity:clovinite_power_hub, Clovinite Power Hub
lostinfinity:deviant_spidereye, Deviant Spider Eye
lostinfinity:supermutated_spidereye, Super-mutated Spider Eye
lostinfinity:warped_disc, Dimensionally Warped Disc
lostinfinity:external_clovinite_battery, External Clovinite Battery
lostinfinity:clovinite_power_bank, Clovinite Power Bank
lostinfinity:clovinite, Clovinite
lostinfinity:electron_recycler, Electron Recycler
lostinfinity:high_tolerance_wire, High Tolerance Wire
lostinfinity:spiked_tendril, Spiked Tendril
lostinfinity:biotoxin, Biotoxin
lostinfinity:laser_blade, Laser Blade
lostinfinity:reinforced_blade, Reinforced Blade
lostinfinity:fractured_ingot, Fractured Ingot
lostinfinity:toxin_coated_fangs, Toxin-Coated Fangs
lostinfinity:elastic_fibre, Elastic Fibre
lostinfinity:iron_hide, Iron Hide
lostinfinity:advanced_signal_receiver, Advanced Signal Receiver
lostinfinity:ultragrowth_crystal_gel, Ultragrowth Crystallized Gel
lostinfinity:crystal_diode, Crystal Diode
lostinfinity:crystal_fins, Crystal Fins
lostinfinity:heavy_crystal, Heavy Crystal
lostinfinity:razor_edged_crystal, Razor Edged Crystal
lostinfinity:glow_bomb, Glow Bomb
lostinfinity:map_ambition, Advanced Celestial Map
lostinfinity:rampage_injection, Rampage Injection
lostinfinity:myrite, Myrite
lostinfinity:webbed_idol, Webbed Idol
lostinfinity:maze_token, Maze Token
lostinfinity:token_vycellia, Arena Token
lostinfinity:dimensionalizer_blueprint, Dimensionalizer Blueprint
lostinfinity:myrite_chunk, Myrite Chunk
lostinfinity:emberleaf_seeds, Emberleaf Seeds
lostinfinity:biofuel_battery, Biofuel Battery
lostinfinity:ember_pods, Ember Pods
lostinfinity:burning_sap, Burning Sap
lostinfinity:stone_of_resurgence, Stone of Resurgence
lostinfinity:bomb_deployer, Bag of Bombs
lostinfinity:last_breath, Last Breath
lostinfinity:tnt_strapper, TNT Strapper
lostinfinity:dual_defender, Dual Defender
lostinfinity:skycrab_controller, Skycrab Controller
lostinfinity:elementium_bow_mk2, Elementium Bow MKII
lostinfinity:citrine_supercharger, Citrine Supercharger
lostinfinity:citrine_thyratron, Citrine Thyratron
lostinfinity:incarnation_of_the_bomb, Incarnation of the Bomb
lostinfinity:prismosis_shards, Prismosis Shards
lostinfinity:lightcut_metal, Lightcut Metal
lostinfinity:supermutated_batwing, Super-mutated Bat Wing
lostinfinity:deviant_batwing, Deviant Bat Wing
lostinfinity:glowing_pustules, Glowing Pustules
lostinfinity:prismosis_rod, Prismosis Rod
lostinfinity:overcharged_cell, Overcharged Cell
lostinfinity:synthetic_flight_apparatus, Synthetic Flight Apparatus
lostinfinity:cure_sample_blue, (Blue) Compound Blocks
lostinfinity:cure_sample_pink, (Pink) Compound Blocks
lostinfinity:cure_sample_orange, (Orange) Compound Blocks
lostinfinity:cure_sample_green, (Green) Compound Blocks
lostinfinity:cure_sample_yellow, (Yellow) Compound Blocks
lostinfinity:cellular_crystal, Cellular Crystal
lostinfinity:rockfeed, Rockfeed
lostinfinity:heat_resistant_glass, Heat Resistant Glass
lostinfinity:time_trigger, Time Trigger
lostinfinity:fresh_data_chip, Fresh Data Chip
lostinfinity:basic_storage_chip, Basic Storage Chip
lostinfinity:holoscreen, Holoscreen
lostinfinity:security_pass_2, Security Pass (Level Two)
lostinfinity:the_black_hole, The Black Hole
lostinfinity:spike_ball, Spike Ball
lostinfinity:watchful_eye_pink, Pink Watchful Eye
lostinfinity:watchful_eye_blue, Blue Watchful Eye
lostinfinity:watchful_eye_purple, Purple Watchful Eye
lostinfinity:gem_of_illusion, Gem of Thundering Illusions
lostinfinity:incarnation_of_the_knife, Incarnation of the Knife
lostinfinity:sensory_antennas, Sensory Antennas
lostinfinity:rock_shell, Rock Shell
lostinfinity:hot_pod, Hot Pod
lostinfinity:chemical_synchronizer, Chemical Synchronizer
lostinfinity:biocut_metal, Biocut Metal
lostinfinity:hivenite, Hivenite
lostinfinity:emp, E.M.P.
lostinfinity:contagionater, Contagionater
lostinfinity:phantom_blade, Phantom Blade
lostinfinity:the_apex, The Apex
lostinfinity:cluster_knives, Cluster Knives
lostinfinity:rewired_ion_cell, Re-Wired Ion Cell
lostinfinity:honey_jar, Honey Jar
lostinfinity:honey_jar_empty, Honey Jar (Empty)
lostinfinity:amber, Amber
lostinfinity:dominator, The Dominator
lostinfinity:pylon_protector, Pylon Protector
lostinfinity:moonshaker, Moonshaker
lostinfinity:gigacron, Gigacron
lostinfinity:relic_of_the_mirage, Relic of the Infinite Mirages
lostinfinity:map_perception, Advanced Celestial Map
lostinfinity:nightglazed_crystal, Nightglazed Crystal
lostinfinity:token_ozor, Arena Token
lostinfinity:pendant_of_the_storm, Pendant of the Storm
lostinfinity:hyper_knuckle, Hyper Knuckle
lostinfinity:serpentine_shield, Serpentine Shield
lostinfinity:super_shocker, Super Shocker
lostinfinity:ray_of_selection, Ray of Selection
lostinfinity:serpentine_crystal, Serpentine Crystal
lostinfinity:biocorruption_powder, Bio-Corruption Powder
lostinfinity:mutant_fungus, Mutant Fungus
lostinfinity:ultraviolet_solution, Ultraviolet Solution
lostinfinity:mortality_solution, Mortality Solution
lostinfinity:map_anticipation, Advanced Celestial Map
lostinfinity:token_thundyron, Arena Token
lostinfinity:conductive_bar, Conductive Bar
lostinfinity:direct_weapon_convertor, Direct Weapon Convertor
lostinfinity:high_speed_wire, High Speed Wire
lostinfinity:split_power_cell, Split Power Cell
lostinfinity:quickflame_solution, Quickflame Solution
lostinfinity:rapid_growth_solution, Rapid Growth Solution
lostinfinity:heart_of_darkness, Heart of Darkness
lostinfinity:interlocking_spine, Interlocking Spine
lostinfinity:ember_sac, Ember Sac
lostinfinity:suction_pad, Suction Pad
lostinfinity:serrated_tooth, Serrated Tooth
lostinfinity:atomic_cell, Atomic Cell
lostinfinity:biocrystal_sample, Biocrystal Sample
lostinfinity:beacon_of_light, Beacon of Light
lostinfinity:dryads_grip, Dryad's Grip
lostinfinity:power_override_device, Power Override Device
lostinfinity:ball_of_webs, Ball of Webs
lostinfinity:darkbinder, Darkbinder
lostinfinity:nanofluoric_acid, Nanofluoric Acid
lostinfinity:florocite, Florocite
lostinfinity:bio_energizer, Bio-Energizer
lostinfinity:annealed_glass, Annealed Glass
lostinfinity:adhesive_fibre, Adhesive Fibre
lostinfinity:chain_of_venoms, Chain of Venoms
lostinfinity:fury_of_the_feared, Fury of the Feared
lostinfinity:hypercron, Hypercron
lostinfinity:rapier_of_revenge, Rapier of Revenge
lostinfinity:guardian_elixir, Guardian Elixir
lostinfinity:security_pass_3, Security Pass (Level Three)
lostinfinity:eye_battery, Eye Battery
lostinfinity:gloominessence_cubes, Gloominessence Cubes
lostinfinity:gloom_bulb, Gloom Bulb
lostinfinity:neverwatching_eye, Neverwatching Eye
lostinfinity:vile_sac, Vile Sac
lostinfinity:everwatching_eye, Everwatching Eye
lostinfinity:organic_plate, Organic Plate
lostinfinity:corrupted_root, Corrupted Root
lostinfinity:gloomshadow_stone, Gloom-shadow Stone
lostinfinity:gloominessence, Gloominessence
lostinfinity:encrypted_power_blueprints, Encrypted Power Blueprints
lostinfinity:power_analyzer, Power Analyzer
lostinfinity:darkworld_data_chip, Darkworld Data Chip
lostinfinity:organic_wire, Organic Wire
lostinfinity:bioreactive_solution, Bioreactive Solution
lostinfinity:blight_cure, Blight Cure
lostinfinity:jar_of_syrup, Jar of Sunder Syrup
lostinfinity:jar_of_sap, Jar of Sap
lostinfinity:pyre_log, Pyre Log
lostinfinity:power_blade, Power Blade
lostinfinity:space_zapper, Space Zapper
lostinfinity:nicronium, Nicronium
lostinfinity:infused_nicronium, Infused Nicronium
lostinfinity:incandescite, Incandescite
lostinfinity:incandescite_ingot, Incandescite Ingot
lostinfinity:auradine, Auradine
lostinfinity:auradine_disc, Auradine Disc
lostinfinity:phototenzyte, Phototenzyte
lostinfinity:phototenzyte_ingot, Phototenzyte Ingot
lostinfinity:clovinite_rod, Clovinite Rod
lostinfinity:serpentine_bar, Serpentine Bar
lostinfinity:ender_jumper, Ender Jumper
lostinfinity:the_star_soldier, The Star Soldier
lostinfinity:ring_of_illusions, Ring of Illusions
lostinfinity:photochromic_husk, Photochromic Husk
lostinfinity:elastic_tissue, Elastic Tissue
lostinfinity:plant_tooth, Plant Tooth
lostinfinity:deviant_skull, Deviant Skull
lostinfinity:supermutated_skull, Super-mutated Skull
lostinfinity:ultraviolet_bomb, Ultraviolet Bomb
lostinfinity:spacetime_trigger, Space-time Trigger
lostinfinity:georedirection_orb, Geo-redirection Orb
lostinfinity:microstorage_power_cluster, Microstorage Power Cluster
lostinfinity:sniper_of_selection, Sniper of Selection
lostinfinity:glowing_organ, Glowing Organ
lostinfinity:staff_of_servitude, Staff of Servitude
lostinfinity:unstable_nitrous_bottle, Bottle of Unstable Nitrous
lostinfinity:arc_blaster, Arc Blaster
lostinfinity:solar_spear, Solar Spear
lostinfinity:zirconia_oyster, Zirconia (Oyster)
lostinfinity:zirconia_rosewood, Zirconia (Rosewood)
lostinfinity:deviant_shard, Deviant Shard
lostinfinity:supermutated_crystals, Super-mutated Crystals
lostinfinity:electrolytic_rod, Electrolytic Rod
lostinfinity:electrolysis_solution, Electrolysis Solution
lostinfinity:toxic_spore_sample, Toxic Spore Sample
lostinfinity:chlorodivergent_solution, Chloro-divergent Solution
lostinfinity:astral_plane_analyzer, Astral Plane Analyzer
lostinfinity:holotron_disc, Holotron Disc
lostinfinity:debt_collector, The Debt Collector
lostinfinity:galactic_challenge_emblem, Galactic Challenge Emblem
lostinfinity:multigalactic_power_crystal, Multi-Galactic Power Crystal
lostinfinity:flurry_of_the_forbidden, Flurry of the Forbidden
lostinfinity:brand_of_the_forbidden, Brand of the Forbidden
lostinfinity:ktek, K-Tek
lostinfinity:arc_of_the_forbidden, Arc of the Forbidden
lostinfinity:flask_of_the_forbidden, Flask of the Forbidden
lostinfinity:veggi_enigmatic, Veggi-Enigmatic 9000
lostinfinity:blade_of_the_forbidden, Blade of the Forbidden
lostinfinity:elementium_bow_mk3, Elementium Bow MKIII
lostinfinity:rift_maker, Rift Maker
lostinfinity:veggi_relocator, Veggi Relocator
lostinfinity:pickle_seeds, Space Pickle Seeds
lostinfinity:pickle, Space Pickle
lostinfinity:astralbeamer_blueprint, Astral-Beamer Blueprint
lostinfinity:giant_dusker_eggs, Giant Dusker Eggs
lostinfinity:simple_microcontroller, Simple Microcontroller
lostinfinity:elliptical_projector, Elliptical Projector
lostinfinity:giant_tentacle, Giant Tentacle
lostinfinity:crushed_bones, Crushed Bones
lostinfinity:jar_of_blood, Jar of Blood
lostinfinity:frosted_log, Frosted Log
lostinfinity:electrical_accelerator, Electrical Accelerator
lostinfinity:polyamplification_solution, Poly-Amplification Solution
lostinfinity:wired_ring, Wired Ring
lostinfinity:map_cruelty, Advanced Celestial Map
lostinfinity:map_resolve, Advanced Celestial Map
lostinfinity:token_barul, Arena Token
lostinfinity:token_cryonus, Arena Token
lostinfinity:polyswitch, Polyswitch
lostinfinity:spark_chamber, Spark Chamber
lostinfinity:dueling_sword_dull, Dull Dueling Sword
lostinfinity:dueling_sword_sharp, Sharp Dueling Sword
lostinfinity:dueling_sword_razor_edged, Razor-Edged Dueling Sword
lostinfinity:blighted_capacitor, Blighted Capacitor
lostinfinity:mirror_of_consumption, Mirror of Consumption
lostinfinity:elite_contender_pass, Elite Contender Pass
lostinfinity:storm_bauble, Storm Bauble
lostinfinity:iron_tower, Iron Tower
lostinfinity:space_dial_blueprint, Space-Alignment Dial Blueprint
lostinfinity:tesla_core, Tesla Core
lostinfinity:murky_mirror, Murky Mirror
lostinfinity:kyvorium_condensed, Condensed Kyvorium
lostinfinity:kyvorium_ingot, Kyvorium Ingot
